I
1000 Generated by WorldEditor

1     88 1 0 LFXU Les Mureaux
100 50.00 15 0 0.25 0 0 0 10L  48.99989701  001.92957663  500    0 0 0 0 0 28R  48.99699819  001.95595755  500    0 0 0 0 0
100 50.00 15 0 0.25 0 0 0 10R  48.99943889  001.92945615  500    0 0 0 0 0 28L  48.99654007  001.95583707  500    0 0 0 0 0
110 3 0.00 100.0000 TWY Grass
111  49.00025515  001.92948642
111  48.99916195  001.92921432
112  48.99904412  001.92975869  48.99900295  001.92984655
112  48.99824176  001.93021159  48.99815529  001.93018649
111  48.99789258  001.92992910
111  48.99762295  001.92997161
111  48.99756717  001.93020543
111  48.99720690  001.93034005
111  48.99713949  001.93119737
112  48.99766014  001.93131427  48.99770154  001.93134583
112  48.99771128  001.93151266  48.99771128  001.93159229
112  48.99765014  001.93166039  48.99762747  001.93167542
111  48.99745294  001.93169851
111  48.99731260  001.93253864
111  48.99742771  001.93320959
111  48.99751836  001.93318833
111  48.99754393  001.93380120
112  48.99767909  001.93400089  48.99769289  001.93411056
112  48.99766571  001.93436418  48.99765289  001.93444531
111  48.99760165  001.93450210
111  48.99754627  001.93456054
112  48.99748477  001.93463789  48.99746703  001.93468897
111  48.99733241  001.93634125
111  48.99733241  001.93639795
111  48.99727430  001.93704624
111  48.99676760  001.94171532
112  48.99681218  001.94192768  48.99686935  001.94204637
112  48.99716215  001.94244016  48.99717497  001.94260392
112  48.99713804  001.94402965  48.99711438  001.94427154
111  48.99654119  001.94898190
111  48.99581560  001.95577054
113  48.99730747  001.95619992
130 Airport Boundary
111  48.99856455  001.92947652
111  48.99813762  001.92958026
111  48.99814690  001.92971229
111  48.99794272  001.93000935
111  48.99772306  001.93005647
111  48.99765809  001.93001875
111  48.99748175  001.93003761
111  48.99722188  001.92989615
111  48.99697841  001.92995038
111  48.99708514  001.93133145
111  48.99712783  001.93287047
111  48.99712288  001.93373900
111  48.99707648  001.93594097
111  48.99692489  001.93819008
111  48.99665883  001.94017986
111  48.99637854  001.94192963
111  48.99597822  001.94700724
111  48.99596893  001.94902525
111  48.99532235  001.95513113
111  48.99500695  001.95811840
111  48.99714432  001.95860754
111  48.99837650  001.95719036
111  48.99850777  001.95696065
111  48.99868182  001.95607301
111  48.99866482  001.95592034
111  48.99988108  001.94492357
111  49.00249668  001.94565561
111  49.00275871  001.94129842
111  49.00260898  001.93871001
111  49.00234694  001.93745990
111  49.00253752  001.93629797
111  49.00222783  001.93398450
111  49.00220401  001.93226753
111  49.00193177  001.92847569
111  49.00187392  001.92829414
111  49.00095849  001.92659275
111  49.00069645  001.92563310
111  48.99920591  001.92577315
111  48.99908680  001.92706465
113  48.99883157  001.92710614
19  48.99994705  001.94314273 1 WS
51 12295 Les Mureaux
99
